Titles,Reviews
어쩌다가 전원일기,맘 편하게 즐길 수 있는 작품입니다
어쩌다가 전원일기,재밌는데 너무 잔잔해서 조금 지루해요 그래도 힐링물이라서 좋았어요
어쩌다가 전원일기,읽어보니까 재밌습니다
어쩌다가 전원일기,드라마로 니온다니 기대되네요 재미있어요
어쩌다가 전원일기,힐링물 잘보겠습니다
어쩌다가 전원일기,나오는 인물들이 진짜로 현실에 있을거같아요
어쩌다가 전원일기,힐링물 좋아요 재밌어요
어쩌다가 전원일기,재밌어요 힐링물 둘다 캐릭터가 밝고 선해서 좋은것 같아요
어쩌다가 전원일기,동네가 눈에 선하게 그려지고 인물들도 입체적이네요잼나요
어쩌다가 전원일기,힐링되고 재미있어요
어쩌다가 전원일기,피폐나 막장에 절여진 뇌도 건강한 사랑이 보고싶을 때가 있어요 그럴 때는 상큼한 이작품을 보면 됩니다
어쩌다가 전원일기,웹툰으로 봤었는데 소설로 보니 느낌이 또 다르네요더 재밌는 것 같아요
어쩌다가 전원일기,재밌게 보고 있어요 
어쩌다가 전원일기,재밌어요 그림도 예쁘고 내용도 좋아요
어쩌다가 전원일기,흥미로운 데다가 재미있는 듯
어쩌다가 전원일기,따뜻하고 정감가는 내용이라 좋아요 잔잔하고 편안한 느낌입니다 둘의 연애도 딱 그런 느낌이네요
어쩌다가 전원일기,힐링되고 넘 따뜻한 소설이네요 읽는내내 편안한 기분으로 볼 수 있어서 좋았어요
어쩌다가 전원일기,순박하게 재미난 이야기입니다 드라마된다니까 더 기대됩니다
어쩌다가 전원일기,전원생활 좋아요 따뜻해지는 소설이에요
어쩌다가 전원일기,희동리로 모두 귀농해요가면 두 쥔공이랑 정겨운 이웃이랑 다 있는거죠고향이 그리워
어쩌다가 전원일기,드라마랑 비교하는 재미가 있어요
어쩌다가 전원일기,오랫만에 보는 힐링물이예요 추천합니다
어쩌다가 전원일기,힐링이 제대로 되네요자영이의 첫사랑이 어른되서 다시 만나게 되었으니 이루어지길 바랍니다잔잔하면서도 쭉 보게되는 묘미가 있어요
어쩌다가 전원일기,드라마나와서 보고있습니다
어쩌다가 전원일기,잔잔하지만 지루하지 않고 특유의 감성으로 읽을 수 있는 이야기였어요
어쩌다가 전원일기,재미있게 잘 봤습니다 힐링 느낌
어쩌다가 전원일기,재밌게 보고있어요
어쩌다가 전원일기,가볍게 읽기에 좋고 재미있어요
도탈 (15세 개정판),미친 얼굴합이 그려진다
도탈 (15세 개정판),대박 완결을 기다리기 힘들 듯
도탈 (15세 개정판),재밋음여주귀여워요
도탈 (15세 개정판),넌 내 거야 무조건 날 골라야지에 설레는 거 보면 강스라이팅 당한 듯실험체 를 인격체로 봐주고 방울이라 불러주고 알고보면 따수운 남자 강 중장강 중장 때문에 설레면서 읽고 있어요
도탈 (15세 개정판),여주가 고생한만큼 남주도 좀 힘들길 바라게 되네요
도탈 (15세 개정판),현호에게 벗어나려는 윤슬이가결국 현호에게 돌아올 것을 믿고 있어요
도탈 (15세 개정판),여주에게 멍청한 방울이라고 모난 말을 하면서도 귀엽다는 말 외에 생각나는 게 없다던 남주가 아직 사랑하는 감정을 부정해서 읽으면서 답답했어요 멍청한건 여주가 아니라 본인인데 그걸 모르다니 감정적 교류를 주고 받을 만큼 동등한 존재여야 사랑을 할 수 있다고 믿는 남주와 실험체로서의 존재가 아닌 사람으로서 성장하려는 여주의 성장이 어떻게 될지 흥미진진해져서 연재 따라가요
도탈 (15세 개정판),강현호 사람이 솔직하지 않으면 끝에 가선 후회하게 될 거야
도탈 (15세 개정판),확실히 방울이는 좀 애완 느낌이 나네 윤슬이 예쁘다
도탈 (15세 개정판),디스토피아 세계관이라 긴장감이 팽팽한 느낌이 생생한데 남주가 겉으로는 냉담한 척 하지만 여주가 도망친 후 제대로 돌아버릴 게 훤히 보여서 너무 기대되고 재밌어요 멋있는 설정 몰빵한 남주가 역시 멋있고 천진한 여주도 매력있습니다 남주 어서 이성을 잃어버리길
도탈 (15세 개정판),강현호 사기캐 이력 한가득이라 입꼬리가 내려올 생각을 안 하네요
도탈 (15세 개정판),즐겁게 보고 있습니다  캐릭터들이 매력적이예요 현호놈이 어서 후회하는 모습을 보고싶어요 스토리도 흥미진진합니다
도탈 (15세 개정판),전개가 빨라서 지루하지 않고 좋았어요
도탈 (15세 개정판),작품 분위기가 좋네요
도탈 (15세 개정판),세계관이 독특하고 글분위기가 맘에 들어요
도탈 (15세 개정판),주인공들의 관계성이 흥미진진해서 재미있어요
도탈 (15세 개정판),설정이 흥미진진하고 캐릭터들이 매력있어요
도탈 (15세 개정판),키워드가 취향이라 시작했는데 글전개가 재밌어요
도탈 (15세 개정판),캐릭터설정이 독특하고 재미있어요
도탈 (15세 개정판),설정도 흥미롭고 캐릭터들도 매력적이네여
도탈 (15세 개정판),디스토피아 세계관 소재랑 설정이 재미있어 보여서 보기 시작했는데 주인공 캐릭터도 매력적이고 재미있게 보고 있어요 완결까지 기대할게요
도탈 (15세 개정판),디스토피아 세계관이라 읽는내내 흥미진진하고 재밌어요
도탈 (15세 개정판),군대물이라 더 재미있어요
도탈 (15세 개정판),실험체에서 자신의위치를자각하면서 도망친 방울이 어떻게 변할지 흥미롭고기대됩니다
도탈 (15세 개정판),그러게 있을때 잘하라고
도탈 (15세 개정판),좋아하는 키워드라 재미있게 봤습니다
도탈 (15세 개정판),군대물이라 더 재미있어요
도탈 (15세 개정판),재미있게 잘 봤어요
도탈 (15세 개정판),소재도 괜찮고 재미있네요
도탈 (15세 개정판),설정도 괜찮고 재밌어요
도탈 (15세 개정판),재미있어요 괜찮게 볼만하네요
도탈 (15세 개정판),재미있게 봤어요 괜찮네요
도탈 (15세 개정판),디스토피아세계관 속에 이런 관계설정 너무 신선하고 재밌네요 남주 여주 관계역전되눈 순간 카타르시스 장난아닐듯 너무 기대됨 애완동물취급하눈거 진짜
도탈 (15세 개정판),어떤 방법으로 도망칠지 궁금해지네요
도탈 (15세 개정판),쫓고 쫓기는 집착의 끝을 보여 주는 추격 속에서 짜릿한 관계 역전 로맨스가 찐입니다요
도탈 (15세 개정판),와 도파민 미쳤다리 어디 방울이 잃고 후회 함 해봐야 정신차리지
도탈 (15세 개정판),재밌을거 같아요 기대됩니다
도탈 (15세 개정판),남주에게서 치명치명한 매력이 느껴졌어요 배경설정도 세심해서 여러모로 탄탄한 소설이었어요
도탈 (15세 개정판),스토리가 아주 매력적이에요
도탈 (15세 개정판),등장인물들이 매력있어요
도탈 (15세 개정판),남주의 후회만 기다립니다 초반에 너무 못됨
도탈 (15세 개정판),와 세계관 진짜 독특하네요 너무 재밌어요 흥미진진
도탈 (15세 개정판),하 소개글부터 도파민이 싸아악 돌아요
도탈 (15세 개정판),사육과 보호의 애매한 중간쯤 강아지도 저렇게 보호하면 집 나갈 거 같긴함 
도탈 (15세 개정판),집착남주의 표본을 보여주는것 같네요 어떻게 스토리를 풀어나갈지 궁금하네요
도탈 (15세 개정판),기대 되요 흥미롭습니다
더티 플레이 (15세 개정판),연하남이지만 어리게 느껴지지 않았어요 질질 끌지 않아 좋았어요
더티 플레이 (15세 개정판),좀 뒷부분이 늘어지긴 했지만나쁘지않아여
더티 플레이 (15세 개정판),술술 읽힙니다 며칠새 정주행하고있어요 공감되는 장면이 많아 눈물 흘리거나 때론 웃으며 재밌게 읽고있어요
더티 플레이 (15세 개정판),재미있어요 스토리가 좋아요
더티 플레이 (15세 개정판),직진남 좋아요 스토리 전개도 시원시원하니 좋네요
더티 플레이 (15세 개정판),전개가 빠르고 남주가 매력있어서 흥미진진하게 읽었어요
더티 플레이 (15세 개정판),남주 여러가지로 취향입니다
더티 플레이 (15세 개정판),남주가 완전 직진남이라 좋아요  근데 여주는 별로 정 안가네요 남주가아까운늨김
더티 플레이 (15세 개정판),키워드가 마음에 들어요
더티 플레이 (15세 개정판),키워드가 취향이고 직진남주 해범의 매력이 너무 맘에 들어요
더티 플레이 (15세 개정판),내용전개가 빨라서 재밌어요
더티 플레이 (15세 개정판),스토리가 흥미진진하고 남주가 매력있어서 쭉 정주행했어요 다음화도 너무 기대되요
더티 플레이 (15세 개정판),인물 성격이 마음에 드네요 다음화도 기대됩니다
더티 플레이 (15세 개정판),남주가 직진남이라 시원시원하기 때문에 여주와 남주의 사랑을 더 응원하면서 보게 되는것 같아요 재밌게 읽고 있어요
더티 플레이 (15세 개정판),재밌어요 탄탄한스토리가 느껴지네요
더티 플레이 (15세 개정판),해범이는 직진남 재미있어요
더티 플레이 (15세 개정판),해범이는 정말 열심히 직진하네요 상처 받았을 법도 한데  멋있당
더티 플레이 (15세 개정판),희희 오해 재회물 너무 재밌어요두고보자 여주 하는 남주는 늘 좋다구요 
더티 플레이 (15세 개정판),헤범이 상처 받았어도 직진하는 모습 좋아요
더티 플레이 (15세 개정판),남주의 절박한 마음이 잘 드러나서 좋습니다
더티 플레이 (15세 개정판),표지랑 남주분위기가 완전 찰떡이고 매력있어서 다음화도 기대되요
더티 플레이 (15세 개정판),키워드가 취향이라 잘 봤습니다
더티 플레이 (15세 개정판),해범이솔 너희는몸이너무잘맞아서 메니저와선수로 오래못갈것같은데
더티 플레이 (15세 개정판),이참에 솔직하게 털어놓고 다시 사귀면 되겠다 이솔아
더티 플레이 (15세 개정판),잠수이별을 왜 했니 결국엔 이렇게 만나게 될 것을 
더티 플레이 (15세 개정판),꽤 재밌습니다 캐릭터성도 좋아요
더티 플레이 (15세 개정판),스포츠선수 에이전시대리인 이솔은 수영선수인 표해범과 연인이었으나 헤어졌고 년후 에이전시계약건으로 다시 만나게되고 해범이 이솔이 전담매니저를 하는 조건으로 회사와 계약하게되어 다시 같이하게되는 스토리인데 잘 읽혀요
더티 플레이 (15세 개정판),재밌는 것 같아요
더티 플레이 (15세 개정판),너무 좋아요 분위기 짱
더티 플레이 (15세 개정판),이별의 이유는 이해가 되는데 방식이 이기적이네요 잠수이별이라니그럼에도 남주는 여주를 사랑하고 나중엔 여주가 남주의 꿈을 이뤄주려고 노력하고 헌신하는 부분이 예쁘네요
더티 플레이 (15세 개정판),귀여운 순정 연하남 
더티 플레이 (15세 개정판),잠수 이별은 안되용전개가 빠르고 재미있네요
더티 플레이 (15세 개정판),전개가 흥미롭고 문체가 마음에 들어요
더티 플레이 (15세 개정판),스포츠물 좋아해서 재미있게 잘 봤습니다 남주 캐릭터가 매력적이어서 좋았어요
더티 플레이 (15세 개정판),몰입감있고 재미있어요
더티 플레이 (15세 개정판),좋아하는 키워드입니다
더티 플레이 (15세 개정판),생각도 못한 연하남 오히려 좋아요
더티 플레이 (15세 개정판),연허라 그런가 얘도 좀 얄밉게 말하네
더티 플레이 (15세 개정판),표지 일러보고 읽었는데 역시 재미있어요
더티 플레이 (15세 개정판),필력도 좋으시고 주인공들 케미가 좋아요
더티 플레이 (15세 개정판),필력이 좋으시네요 재밌어요
더티 플레이 (15세 개정판),재미있네요 잘 봤습니다
더티 플레이 (15세 개정판),잠수 이별은 정말 상대방한테 잘못하는깃 같아요확실히 끝맺지를 못했으니 다시 만나 오해가 쌓이는것 같아요
더티 플레이 (15세 개정판),이야기가 흥미로워요
더티 플레이 (15세 개정판),재미있어요 볼만하네요
더티 플레이 (15세 개정판),남주가 너무 핫합니다 이름부터 연하인거까지 아니 그냥 존재자체가 유죄임 여주 편을 들어줄수가없다악
더티 플레이 (15세 개정판),무슨이유로 잠수타며 이별을했는지 모르겠지만빠른 오해 풀고 해범이와 이솔이의 이쁜 사랑 보고싶네요집착남 멋쪙
더티 플레이 (15세 개정판),흥미진진하네요 재밌어요
반짝이는 거짓말 (15세 이용가),힝  에필로그넘 짧아요 그후에는잘먹고잘사는 모습도 보여주세여
반짝이는 거짓말 (15세 이용가),전작은 초반회차에 하차했는데이번꺼는 너무 재밌어요 연참 주세용
반짝이는 거짓말 (15세 이용가),캐릭터들이 매력있어요
반짝이는 거짓말 (15세 이용가),주인공들이 매력적이라 재밌어요
반짝이는 거짓말 (15세 이용가),역시 떠나는 여주네요 그래도 똑부러지는 여주답게 남주 엄마한테서 챙길 건 다 챙겨서 나와서 오히려 당당해보였어요하필 남주를 마주친건 아찔했지만 또 감정을 숨기는데 익숙한 여주여서 잘 지나쳤는데 미련이 보여서 또 안쓰럽네요근데 여주의 언니는 왜 돈을 상납까지 했으면서 여주의 뒤통수를 친건지 대체 어디에 숨은건지 깽깽이는 언니와 남주형 사이의 아이가 맞는지 읽을수록 궁금해져서 연재 따라가요
반짝이는 거짓말 (15세 이용가),남주가 멋있고 로맨틱 코미디라 좋아요
반짝이는 거짓말 (15세 이용가),아 관계성 맛집 여주가 남주 형의 여자인게 좋아용
반짝이는 거짓말 (15세 이용가),두 사람 다 매력 있어서 좋은 것 같아요 
반짝이는 거짓말 (15세 이용가),재벌가에서도 기죽지 않고 당당한 여주가 멋진데요 대담하다고 해야할지 무덤덤하다고 해야할지 여주 성격이 너무 마음에 드는데요 오만하기도 능글맞기도 한 남주와의 케미가 좋아요 형의 약혼녀에게 끌리는 거짓이지만 어쨌뜬 금단의 관계인 두사람의 관계 변화가 흥미진진합니다 술술 잘 읽혀서 더 재미있어요
반짝이는 거짓말 (15세 이용가),분위기 좋고 전개 속도도 괜찮고 재밌어요
반짝이는 거짓말 (15세 이용가),사이다남 사이다녀 매력적이에요
반짝이는 거짓말 (15세 이용가),주인공들 관계 서사가 넘 좋아요 
반짝이는 거짓말 (15세 이용가),감정선 좋아서 몰입감이 좋아여 
반짝이는 거짓말 (15세 이용가),주인공들 성격이 좋네요 
반짝이는 거짓말 (15세 이용가),재밌어요 여주 남주도 잘 어울려요
반짝이는 거짓말 (15세 이용가),서사 좋고 캐디 좋고 흥미로워요
반짝이는 거짓말 (15세 이용가),감정선이 좋아서 계속 보게 돼요
반짝이는 거짓말 (15세 이용가),필력이 좋으셔서 초반이지만 재밌는 것 같아요
반짝이는 거짓말 (15세 이용가),전개 흥미진진하고 관계성도 맘에 들어요
반짝이는 거짓말 (15세 이용가),아 진짜 캐릭터들 다 매력 터져요
반짝이는 거짓말 (15세 이용가),남주가 매력 있어서 좋아요
반짝이는 거짓말 (15세 이용가),두 사람의 관계 전개가 재밌어요
반짝이는 거짓말 (15세 이용가),남주한테 설레게 되네요
반짝이는 거짓말 (15세 이용가),둘 사이 아슬아슬하기도 하고역시 금단의 맛 
반짝이는 거짓말 (15세 이용가),혼란스러운 상황에서 이경이 어떻게 행동할 지
반짝이는 거짓말 (15세 이용가),제목이 왜 반짝이는 거짓말일 지 흥미로워용
반짝이는 거짓말 (15세 이용가),저 둘 관계 배덕감 굿
반짝이는 거짓말 (15세 이용가),첫만남부터 서로를 의식하는 두 사람 사이의 특별한 공기가 좋네요 첫만남에서 머리 질끈 묶고 소머리국밥 먹는 모습을 보고도 마음에 들었으니 한눈에 반한 것 같아요 차문원과 이경의 계약관계에 얽힌 자세한 이야기도 궁금하고 아무리 계약관계라지만 제영의 애정이 그 관계를 파토내고 이경을 차지할만큼 어떻게 뜨거워질지도 얼른 보고 싶어요
반짝이는 거짓말 (15세 이용가),제영와 이경의 관계성이 흥미진진하네요
반짝이는 거짓말 (15세 이용가),이런 관계성이 좋단 말이야
반짝이는 거짓말 (15세 이용가),제영과 이경의 케미가 정말 좋네요
반짝이는 거짓말 (15세 이용가),제영이가 이경이에게 빠져들었네요 너무 멋진 매력있는 남자입니다
반짝이는 거짓말 (15세 이용가),차제형 너무 갓벽함
반짝이는 거짓말 (15세 이용가),흥미진진하네요 재미있어요
반짝이는 거짓말 (15세 이용가),여주도 귀엽고 남주도 매력적이라 초반부터 감기는 장면들이 넘 재밌고 물흐르듯 잘 흘러갑니다
반짝이는 거짓말 (15세 이용가),차제영 당신 너무 탐난다
반짝이는 거짓말 (15세 이용가),작품 스토리가 흥미로워요
반짝이는 거짓말 (15세 이용가),여주와 남주의 관계성이 좋았습니다 삼각 관계 같은 느낌이 좋았어요
반짝이는 거짓말 (15세 이용가),설정이 흥미롭고 여주와 남주가 매력있어요재미있게 보고 있어요
반짝이는 거짓말 (15세 이용가),남주와 여주 둘 다 매력적이고 좋아요스토리도 재밌어여
반짝이는 거짓말 (15세 이용가),넘 흥미진진하고 재미있어요 앞으로 기대됩니다
반짝이는 거짓말 (15세 이용가),소재와 설정이 넘 취향이에요스토리도 재미있고 전개가 흥미진진해요
반짝이는 거짓말 (15세 이용가),취향인 소재라 재밌어요여주와 남주 매력적이고 좋아요
반짝이는 거짓말 (15세 이용가),남주랑 여주 관계성도 좋고 텐션이 좋아요스토리가 재미있어요 
반짝이는 거짓말 (15세 이용가),남주 캐릭터가 매력 있네요
반짝이는 거짓말 (15세 이용가),스토리가 흥미진진하고 남주 매력있어요
반짝이는 거짓말 (15세 이용가),재벌남주 매력에 푹빠져서 읽었어요
반짝이는 거짓말 (15세 이용가),남주여주의 관계성이 흥미진진하네요
남편이 필요한 이유,평점이좋아서 구매했는데 너무 후회 중입니다 여주의 매력이 안 느껴져요 분명 전남친 팀장 승급까지 시켜준 능력이면 유능할텐데 일만 하면 사건 사고가 끊이질 않으니발암캐한테 질질 끌려다니는 것도 너무 별로고 대체로 소설 자체가 짧게 끝낼 수 있는걸 억지로 길게 늘려서 작성한 느낌이에요 여태까지 한 구매 중에서 제일 후회됩니다
남편이 필요한 이유,너무 사랑스러운아름다운 드라마로 만들고 싶은 소설이였습니다잘읽었습니다
남편이 필요한 이유,환상에 빠질수밖에 없는 이런 남주 만나보고 싶다는 허무맹랑한 생각이 들만큼 좋습니다
남편이 필요한 이유,여주가초반부터 조금답답했는데 남주가 넘 멋있어서 잼나게 봤네요
남편이 필요한 이유,재밌어서 죽 읽고는 있지만 갈수록 전개도 없고 지루하네요 중간에 그만 봐야할지 인내하고 조금 더 읽어 보겠습니다
남편이 필요한 이유,차지오 볼수록 너무 매력있어요 이쯤 되면 파혼하게 된게 천만 다행이네요 이렇게 좋은 사람을 만나게 되었으니까요 달달하니 외전도 재밌게 잘 봤습니다
남편이 필요한 이유,무난무난하게 잘 읽혀요
남편이 필요한 이유,아는 맛이긴한데 은근 중독되네요지오가 차가운듯해도 속이 깊은 매너남이라 더 좋네요드라마 보는 듯한 느낌입니다 재미있어용
남편이 필요한 이유,가볍게 읽기 좋아요 외전까지 잘 읽었습니다
남편이 필요한 이유,워 외전까지 근데 왜 꾸금딱지가 안붙어있죠
남편이 필요한 이유,재밌게 봐서 외전 기다리고 있었는데 올라와서 좋네요
남편이 필요한 이유,아는 맛이 더 맛있다고 클리셰인 걸 알고 봐도 재밌네요
남편이 필요한 이유,전개가 어떻게 될지 흥미롭네요
남편이 필요한 이유,따뜻합니다 외전도
남편이 필요한 이유,오늘밤 내 남편이 되어줘 되어줘 프듀음악을 깔고
남편이 필요한 이유,잼나요 계속볼께요기대되오
남편이 필요한 이유,외전도 벌써부터 흐믓해지네요
남편이 필요한 이유,잘 읽혀서 좋아요 재밌네요
남편이 필요한 이유,존댓말하는 남주 좋아요 안그런척하면서 집착계략남  오피스물 좋아하는데 취향저격당했습니다
남편이 필요한 이유,외전 감사합니다 너무 재미있어요
남편이 필요한 이유,편하게 읽기 좋네요
남편이 필요한 이유,초반 화까지 불평 하나 없이 인내심가지고 기다렸지만 이후부터 힘들어졌어요 그래도 포기 않고 끝까지 읽을 겁니다 앞으로 화 남았어요
남편이 필요한 이유,여행지에서의 만남과 다시만난 사랑 재미있네요
남편이 필요한 이유,여행지에서의 이벤트같은 만남과 지오와세영의 이야기가 재미있었습니다
남편이 필요한 이유,약간 지루한면이 있었지만 잘 보고 갑니다
남편이 필요한 이유,잔잔했어요 크게요동없이 자연스럽게
남편이 필요한 이유,여주가 좀 답답하긴한데 고구마 구간이 그렇게 길지않아요 남주가 매력있는데 여주가 넘 참기만 해서 그랴도 재밌게 봤네요
남편이 필요한 이유,난 왜 읽을수록 드라마 사랑을 그대품안에가 생각나지나 너무 옛날사람인가  너무 재밌어요
남편이 필요한 이유,남주의 지고지순한 사랑이 느껴지네요
남편이 필요한 이유,하차지오씨 순정남 어쩜 한결같이 이렇게 사랑을 줄수있나요 세영이 힘들때마다 손내밀어주는 멋진남자 외전 꼬옥 주세요
남편이 필요한 이유,오 재밌어서 쭉쭉 읽히는군요
남편이 필요한 이유,비즈니스 관계라서 서로 진의를 가늠하는 관계인게 텐션이 좋아요
남편이 필요한 이유,약간 예상가는 전개인데도 넘 재밌음 남주가 괜찮네 여주도 좀 답답하다 싶다가도 이해됨 약간 드라마 보는 것 같아요 
남편이 필요한 이유,재밌어요
남편이 필요한 이유,나름 있을 건 다 있어 읽기 좋은 두 사람의 이야기가 금방 읽혀서 아쉽지만 그래도 한 편의 이야기를 빨리 읽고 싶다면 최적이에요
남편이 필요한 이유,완결작이라 좋네요 잘 보고 있어요
남편이 필요한 이유,이런게 사랑아니겠어요이탈리아에서의 인연이 결국 결혼으로재밌게 잘봤어요
남편이 필요한 이유,한번 만남으로 처음으로 여자한테 집착을 느껴보는 지오가 스스로도 혼란스러워하는데 그런 내면 묘사가 재미있네요
남편이 필요한 이유,재밌게 잘 봤어요 글도 재밌어서 술술 잘 읽히고 키워드도 저랑 딱 잘 맞아서 좋아요
남편이 필요한 이유,스토리 넘 재밌네요
남편이 필요한 이유,아는맛이 제일 좋아요
남편이 필요한 이유,현실 없는 남주 알겠습니다 부러워요
남편이 필요한 이유,사내연애물에 직장상사라는 흔한 설정이어도 넘 재밌어요
남편이 필요한 이유,제목처럼 남편이 필요한 이유가 결혼을 앞두고 약혼자의 바람 때문이였네요 환불도 못 받고 할 수 없이 세영이가 혼자 간 신혼여행지 이탈리아에서 우연히 만난 지오에게 급하게 남편 역할을 해달라고 부탁하면서 이야기가 시작되요시작은 너무 클리셰라 뭐 재미있다 없다 평할만한 건 없지만 지오가 매력도 있고 완결까지 밸런스가 안 무너지고 글을 마무리 지으셔서 좋네요
남편이 필요한 이유,클리셰여서 더 재밌어요
남편이 필요한 이유,재미있게 잘봤습니다
그 선비의 깊은 샘엔 용이 산다,독특한 소재로 재밌게 잘 읽었어요
그 선비의 깊은 샘엔 용이 산다,잘보고갑니다 너무 잼미있었고 여주설정이 과하지 않아 더 멋졌어요 수고하셨습니다
그 선비의 깊은 샘엔 용이 산다,여성 서사라서 더 좋아요 작가님의 세심함이 보여서 감동이었습니다 시즌 내주세요 제발요
그 선비의 깊은 샘엔 용이 산다,신선하고 잔잔한 스토리네요 잘봤어용
그 선비의 깊은 샘엔 용이 산다,차원이동 걸크러시 재밌게 잘봤어요
그 선비의 깊은 샘엔 용이 산다,여주가 용이라 신선해요 남주는 백면서생처럼 행동하지만 비범한 사람이라 역시 그런점이멋있어요 하지만 파랑이 엄청 능력쩌는 수룡이라서 남주가 자신을 지키려는걸 꽤나 좋아하는거 같아요
그 선비의 깊은 샘엔 용이 산다,재미있어서 그런지 술술 읽혀요
그 선비의 깊은 샘엔 용이 산다,소재가 신선하고 재밌어요
그 선비의 깊은 샘엔 용이 산다,고전을 신선하게 재해석해서 쓴 소설에 파랑이 당당한 주인공이라 좋네요
그 선비의 깊은 샘엔 용이 산다,설정이 독특해서 재미있어요모든 등장 인물이 흥미롭네요
그 선비의 깊은 샘엔 용이 산다,남주 조신하고 여주는 비범하네요 신비롭습니다
그 선비의 깊은 샘엔 용이 산다,용 나오는 소설은 웬만하면 다 보는 편인데 여주가 용인건가요 새롭네요
그 선비의 깊은 샘엔 용이 산다,제목에서 느껴지듯 재미있어요 자꾸자꾸 계속 보거싶네요
그 선비의 깊은 샘엔 용이 산다,더보고 싶었는데 아쉬워요  외전 더 주세요
그 선비의 깊은 샘엔 용이 산다,잼있게 봤어요외전보니 그후가 너무너무 귱금허네요 이게 진짜 끝인가욧 그런가요
그 선비의 깊은 샘엔 용이 산다,사랑스러운 이야기에요 간질간질
그 선비의 깊은 샘엔 용이 산다,동양풍 소설 좋아하는데 재밌어요
그 선비의 깊은 샘엔 용이 산다,소재가 참 독특해서 흥미롭고 재밌어요
그 선비의 깊은 샘엔 용이 산다,연못에 갇힌 용과 까칠 남주의 첫만남부터 예사롭지가 않네요강력 남주의 홍수 속에 강인한 여주 아주 멋집니다
그 선비의 깊은 샘엔 용이 산다,소재가 좋네요 재미있게 잘 봤습니다
그 선비의 깊은 샘엔 용이 산다,소재도 스토리 라인도 참 좋아요
그 선비의 깊은 샘엔 용이 산다,소재도 독특하고 몰입감이 진짜 좋아요 확 끌어당기는 힘이 있는 것 같아요
그 선비의 깊은 샘엔 용이 산다,판타지물인데 등장인물들이 꽤나 귀여운 작품입니다 무거운 분위기는 아니고 대화라던가 그런게 사랑스러워요
그 선비의 깊은 샘엔 용이 산다,성격이 마음에 들어요재미있게 잘 봤습니다
그 선비의 깊은 샘엔 용이 산다,아 진짜 장시간 무료로 하루 한편씩 읽다가 또 왕창 구매해서 읽다가 하면서 재미난 시간 잘 보냈어요 여주가 색다르고 머찐 존재여서 재미있었고 주변 등장인물 들이 짠하고 제각각 매력 쩔어요 이무기도 흥미로웠구요 캐릭들 후일담 담은 외전 꼭 내주세요 작가님
그 선비의 깊은 샘엔 용이 산다,제목도 소재도 흥미있고 재미있어요 잘 읽었어요
그 선비의 깊은 샘엔 용이 산다,색다르네요 뭔가 더 아기자기한 느낌이에요
그 선비의 깊은 샘엔 용이 산다,캐릭이 매력있고 케미도 좋고 재밌어요
그 선비의 깊은 샘엔 용이 산다,소재가 아주 맘에 들어서 열독 중
그 선비의 깊은 샘엔 용이 산다,소재도 독특하고 몰입감이 진짜 좋아요 확 끌어당기는 힘이 있는 것 같아요
그 선비의 깊은 샘엔 용이 산다,요즘 동양풍이 끌려서봤는데 분위기가 넘 좋았어요
그 선비의 깊은 샘엔 용이 산다,소재가 아주 맘에 들어서 열독 중
그 선비의 깊은 샘엔 용이 산다,재밌어요 어릴 때 누군가를 좋아하며 느끼던 셀렘이 생각나게 하네요
그 선비의 깊은 샘엔 용이 산다,소재도 새롭고 글도 흥미진진 합니다
그 선비의 깊은 샘엔 용이 산다,표지 남주보고 그대로 달려봅니다 초반까지는 잼있어요
그 선비의 깊은 샘엔 용이 산다,오늘 휴재인가요시 땡하자마자 기다리는 독자가 있어요
그 선비의 깊은 샘엔 용이 산다,믿고보는 작가님
그 선비의 깊은 샘엔 용이 산다,심청이가 매력적이야
그 선비의 깊은 샘엔 용이 산다,재미나게 잘봤어요 술술잘읽혀요
그 선비의 깊은 샘엔 용이 산다,읽다가 지루해서 멈춤 남자주인공이 매력있어야 술술 읽히는데 잘 모르겠어요  
그 선비의 깊은 샘엔 용이 산다,      
그 선비의 깊은 샘엔 용이 산다,재미있네요 둘이 덩치차이 무슨일입니까 
그 선비의 깊은 샘엔 용이 산다,표지도 멋있고 미리보기 보고 관심을 가졌고 좋아하는 소재이고 재미있게 읽고 있어요 
그 선비의 깊은 샘엔 용이 산다,신선한 소재 이벤트로 들어와서 쉽게 결제로 넘어감
그 선비의 깊은 샘엔 용이 산다,설정이 재밌어서 보고있어요
그 선비의 깊은 샘엔 용이 산다,독특한 설정이 재미있어요
그 선비의 깊은 샘엔 용이 산다,기대없이보다보니 나도모르게다결제 다음화가 필요해요
그 선비의 깊은 샘엔 용이 산다,왠지 여주와 남주가 바뀐듯한 설정 대체 이 소재와 이배경에서 남여주인공이 스토리를 어떻게 풀어갈지 너무 궁금해지게 만드는 매력이 있네요
그 선비의 깊은 샘엔 용이 산다,신선한 소재 재밌다옹
개 같은 후배님,다 읽고 갑니다
개 같은 후배님,유치해도 올만에 특이해서 재밌게 봤어요 남주도 매력터지고
개 같은 후배님,음여주가 넘 주책임 매력이 느무 없어요저는 하차 합니다
개 같은 후배님,좀 많이 유치하네요
개 같은 후배님,재미있게읽고있어요 사람들은 여주가매력없다고써있는데 나는여주가 귀엽고매력있고 고구마도없고 현실적으로느껴져서 남주여주둘다 응원하게되네요
