Titles,Reviews
악귀 찢는 아이돌,아이돌물에 퇴마 좋고 재밌어요 
악귀 찢는 아이돌,말랑말랑 두근두근 재미있게 읽어갑니다
악귀 찢는 아이돌,백뭉이 귀엽네요
악귀 찢는 아이돌,스토리는 한없이 가벼움 아이돌물 아님 그냥 퇴마사 주인공 직업이 아이돌일뿐퇴마물이라고 하기도 가볍고 어설픔 거기다 국뽕  가상황실물까지 정도 섞어서 혼종임
악귀 찢는 아이돌,소재도 신선하고 가볍게 보기 좋아요
악귀 찢는 아이돌,아이돌퇴마물이건 못참죠
악귀 찢는 아이돌,소장 퇴마물 좋아요
시한부라 은퇴합니다,무슨 신안 염전노예도 아니고 초장부터 암걸려서 하차
시한부라 은퇴합니다,참 귀엽기도 하고 그런데 밑에 분 밀처럼 교정
시한부라 은퇴합니다,이런 시한부가 어떻게 은퇴하나요하나하나 떡밥회수하는 재미가 좋다하시면 바로 보세요가장 큰 매력입니다
시한부라 은퇴합니다,기본 설정은 다 괜찮은데 교정이 너무 안되서 읽다가 몰입이 깨지네요
시한부라 은퇴합니다,이벤트로 시작했는데 재미있어서 계속 읽고있습니다
시한부라 은퇴합니다,이제 시작 달려봅니다
시한부라 은퇴합니다,재미있게 보고 있어요
시한부라 은퇴합니다,재밌게 잘읽고있어요
시한부라 은퇴합니다,재밌어요 흥미진진합니다
시한부라 은퇴합니다,이벤트로 구매했는데 생각보다 더 잼씀
시한부라 은퇴합니다,재밌어보여서 구매해봅니다
시한부라 은퇴합니다,이벤트로 재미있게 읽었습니다
시한부라 은퇴합니다,설정이 참신하네요
시한부라 은퇴합니다,재밌어요 잧 읽힙니다
시한부라 은퇴합니다,은퇴 가능할까요 갈길이 멀어 보입니다 응원할게요
시한부라 은퇴합니다,시한부라 은퇴라 재미지다
시한부라 은퇴합니다,육아물에 학원물까지 썩인 소설이라 흥미있게 읽어보는데 평타이상은 하는소설이라 생각함
시한부라 은퇴합니다,은퇴자의 길은 너무나도 먼것같습니다 언젠가는 행복한 은퇴를 이루시길 바랄뿐이여요
시한부라 은퇴합니다,은퇴한다치고 한다는 놈 못봄
시한부라 은퇴합니다,은퇴 못할 것 같은데요 
시한부라 은퇴합니다,재밌네요 더 읽어보려구요
시한부라 은퇴합니다,시한부가 아니네요 선생님화이팅입니다
시한부라 은퇴합니다,재미있게 잘 읽었습니다
시한부라 은퇴합니다,연출깉은 전개가 좋네요
시한부라 은퇴합니다,재밌네요  잘읽었습니다
시한부라 은퇴합니다,익숙한 키워드들이 많은데 호로록 읽히네요
시한부라 은퇴합니다,술술 잘 읽히는 거 같아요
시한부라 은퇴합니다,재밌게 읽었습니다 
시한부라 은퇴합니다,은퇴 할 수 있나요 
시한부라 은퇴합니다,가볍게 읽기 괜찮은거 같아요 잘볼께요
시한부라 은퇴합니다,뒤로 갈수록 점점 재밌어집니다
시한부라 은퇴합니다,키워드 취향이라 재밌게 보고 있어요
시한부라 은퇴합니다,재밌는 스토리입니디
시한부라 은퇴합니다,교육물 재미있네요 공과 수 관계성이 최고에요
시한부라 은퇴합니다,아카데미 교육물 제대로 읽어봐야 겠어요
시한부라 은퇴합니다,좋은전개로 잘보고있습니다 감사합니다
시한부라 은퇴합니다,시한부에 은톼 힘들어요
시한부라 은퇴합니다,스승물은 많지만 이렇게 회귀자랑 무협인이랑 빙의자가 있는 반을 가르키는 스승은 첨이에요 큐 흥미진지해요
시한부라 은퇴합니다,잘 보고 있습니다 수고하세요
시한부라 은퇴합니다,괜챃게 읽었어요
시한부라 은퇴합니다,흥미진진하네요 
시한부라 은퇴합니다,장편이라 고민고민했는데 계속 빠져드네요
시한부라 은퇴합니다,제목부터 이미 맛있음
시한부라 은퇴합니다,이벤트로 시작합니당 재미있을것같아요
시한부라 은퇴합니다,성장하는모습 좋네요
시한부라 은퇴합니다,애들 키우는 거 성장시키는 거 너무 좋아요 귀여운데다가 기특하기까지
시한부라 은퇴합니다,변태인가 아이디어부터 극혐이네요
시한부라 은퇴합니다,판으로가서 그런 요소를 넣어서 연재하시길 추천 비슷한거를 많이 봤었음
너희들은 변호됐다,헐 저 이렇게 다 결제해서 본거 처음이예요 감동도 있고 재미도 있고 하나하나 떡밥 다 화수해주고 에필로그까지 완벽 드라마로도 보고싶네요
너희들은 변호됐다,드라마로 만들어지면 좋겟어요 잘 읽엇습니다
너희들은 변호됐다,재밌게 전개되고 있어요
너희들은 변호됐다,뻔한 스토리 회귀물인줄 알고 눈여겨보다 이벤트로 보기시작했는데 계속결제하고 있습니다 진작 볼걸 그랬네요
너희들은 변호됐다,지루할 틈이 없습니다 주인공 매력적인 캐릭터인데 중간중간 나오는 최종현 조봉준 코믹  잘 짜여진 방송이 너무 재밌네요강민재 댕댕미도 쵝오
너희들은 변호됐다,재밌어용 용두용입니당
너희들은 변호됐다,대한민국에 네가 필요해
너희들은 변호됐다,이벤트때사놓고 지금봤는데 재밌네요 드라마만들면좋겠어요어떤면에선이미 드라마를위한 세팅된케릭들같아살짝식상하기도해요
너희들은 변호됐다,초반 회귀하자마자 사표쓰고 나오는면서 상사와 대립각을 세우는 설정에서 하차 겉으론 아무렇지 않은듯 방심을 유도하진 못할지언정 기분대로 행동하는 초딩 주인공 전생에 왜 악당들에게 당했는지 이해가 감
너희들은 변호됐다,진심 너무 재밌음끝나는게 아까운 작품 오랜만이었어요
너희들은 변호됐다,중간중간 현실과 겹쳐보이는 장면들 덕분에 정말 리얼리티 넘치게 재밌습니다근데 아무리 생각해봐도 변호됨한민국은 우신공화국이 맞는 것 같아요 제기랄 차 변 힘내라
너희들은 변호됐다,구속 수사를 간접 체험해보세요 
너희들은 변호됐다,정말 재밌게 읽었습니다 단 한 회도 지루한적 없고 등장인물들도 다 살아있고 개성있구요 멋진 소설이네요 강민재 갖고 싶어요 
너희들은 변호됐다,차주한이 멋있고 강민재가 귀엽다 사실 내용 짜임이 너무 완벽함 자잘한 에피소드도 그렇고 큰 기업과 관련된 서브에피소드들이 모여서 마지막에 크게 날리는 연결이 너무 완벽했다
너희들은 변호됐다,썩은 곳은 도려내야 되는데 눈 감고 대충대충 넘기니까 곪아 가고호미로 막을 일 가래로도 못 막지 마시고 할 일 제대로 합시다
너희들은 변호됐다,잘보고 있어요 이만한 작품 없네요
너희들은 변호됐다,재밌게 잘보고있습니다
너희들은 변호됐다,차주한 씨는 대한민국 말고 여기도 와주시길 바랍니다 진지합니다
너희들은 변호됐다,우리도 차주한 필요해제발 줘
너희들은 변호됐다,흥미진진하게 읽고 있습니다 넘 재미있어요
너희들은 변호됐다,머릿속에서 휘몰아치는 감명깊은 에피소드와 멋진 차변과 조력자들 및 그에 따른 감상을 표현하고 싶으나 어휘력이 부족함 짱
너희들은 변호됐다,다른 플랫폼에서 읽을까 여기서 읽을까 고민하다가 리디에서 읽었는데 진짜 개존잼 에피 하나에 몰입하고 바로 다음 에피 들어가서 걍 계속 읽을 수 밖에 업음
너희들은 변호됐다,외전까지 완벽한 용두용미 인생소설
너희들은 변호됐다,읽을수록 흥미롭고 재밋어요
너희들은 변호됐다,뭐야 존잼이었네요 출근해야하는데
너희들은 변호됐다,몇년째 하루도 안빼고 이작품 저작품 항상 읽고 있는대 오래간만에 잡생각 떨처내고 작품을 본거 같네요 정말 재미 있게 읽어습니다 감사합니다
너희들은 변호됐다,너무 재밌어요 매력적인 인물들도 많고 스토리도 탄탄하고 마무리까지 완벽해요 초반부터 지루함 없이 술술 잘 읽혀요 잘 읽었습니다
너희들은 변호됐다,이렇게 까지 기승전결 완벽할수있나글을 정말 잘 쓴다
너희들은 변호됐다,후유증 너무 크다 완결까지 너무 잘 봤어요 대사 하나하나가 작가님이 깊이 고심한 느낌이 듭니다 더 유명해지면 좋겠어요
너희들은 변호됐다,나도 강민재 갖고 싶다
너희들은 변호됐다,너희들과 차주한을 위로하며
너희들은 변호됐다,차주한한테 여자 무서운걸 알려주고 싶다
너희들은 변호됐다,초반부에 변호사로서 자기 안의 진심을 말할 상황을 만들어 줄 수 있는 사람이 되어야 한단 강변 멘트와 의지가 참 좋았습니다 메인 주인공 둘의 정의로움이 제일 반가웠움
너희들은 변호됐다,용두용미뒷 이야기가 궁금해서 쉴새없이 완결을 향해 읽어 가면서도 분량이 줄어드는게 아쉬웠습니다차변 너무 매력적인 캐릭터에요
너희들은 변호됐다,긴 흐름속에 한순간도 지루할 틈 없이 몰입하며 읽었습니다 마무리까지 완벽했습니다 이 소설을 읽는 동안 즐거웠습니다 다음 작품도 기대하겠습니다
너희들은 변호됐다,완전 재밌음 결말까지 깔끔함 부도 내줘요
너희들은 변호됐다,차주한 때문에 현생불가
너희들은 변호됐다,제목이랑 표지보고 취향이 아니라고 넘겼던 나 반성하세요 드라마처럼 변호 조금 첨가한 로맨스물이겠지 했던 것도 반성하세요 일정도 밤새서 봐서 살짝 죽을것 같은데 정말 재밌었습니다 다들 봐주세요
너희들은 변호됐다,월을 작가님 소설과 함께 보냈어요 이제편 남았는데 넘아쉬워요 긴장감 전문성 재미가 가득한 완성도 높은 글이에요 작가님이 법관련분이 아니라면 절대로 나올수 없는 전개이네요 최고입니다
너희들은 변호됐다,긴박하게 완결 까지 몰아치는 사건 사고 다루는 작가님 솜씨가 너무 뛰어나셔서 완결 까지 달렸네요 너무 무겁지만도 않고 주인공과 재미있는 주변 인물들의 티키타가 끝까지 루즈 하지 않게 진행 되는 큰 그림 꼭 읽어 보세요
너희들은 변호됐다,최고예요 마무리까지 완벽했습니다
너희들은 변호됐다,너무 좋네요 최고였습니다
금손 아빠가 되었다,루카 보면서 웃게 됨아기가 자라나는 게 현실적이어서 진짜 귀여움잔잔한 힐링순식간에 다 봤다
금손 아빠가 되었다,너무나 예쁜 글 이예요소소한 일상이지만 진솔하고 따듯한 이야기가 사랑스런 아이들과 촘촘히 엮이면서 빛나는 감동을 주네요좋은 글 감사합니다작가님
금손 아빠가 되었다,애기들이 너무 귀엽고요 유사가족에 환장하는 사람이라면 꼭 봐야 됨 하 내가 낳을걸
금손 아빠가 되었다,표지 일러스트 바꿔야 하지 않을까요 레니도 함께여야 한다고요
금손 아빠가 되었다,진짜 힐링물 느낌 넘 좋아요
금손 아빠가 되었다,마음이 따뜻해지는 이야기에요
금손 아빠가 되었다,시 연재 아닌가 오늘 왜 안올라오지시 연재였군
금손 아빠가 되었다,리뷰가 왜 이렇게 좋은지 모르겠어요
금손 아빠가 되었다,화무료를 보기 위해 시작했었는데 날짜 계산을 잘못해서 결국 나중에는 결제를 해서 보게 되었네요그냥 소소한 일상물입니다 작가님의 글빨로 인해 감동 한스푼 얹은가끔 울컥해지는 감동도 있고 시나 수필같은 감성도 있는데 가끔은 잠깐씩 지루해지기도재구매방지
금손 아빠가 되었다,귀엽고 재밌어요 완결 나면 웹툰으로도 나오면 좋을 거 같아요
금손 아빠가 되었다,애들이 너무 귀여워서 힐링하는 느낌으로 계속보게되네여 중간 중간제 기준 재미없은 화는 휙휙 넘기기도 했지만 주인공 아빠가 아기들에게 해주는 모습이 소소하게 힐링 포인트로 좋아요
금손 아빠가 되었다,진짜 이런 게 힐링물이구나 내 마음까지 치유되는 느낌
금손 아빠가 되었다,재미있어요 힐링되네요
금손 아빠가 되었다,힐링육아물귀엽고 착하고 아이들이 너무 귀엽고 웃겨요
금손 아빠가 되었다,재미있어서 순식간에 봤어요
금손 아빠가 되었다,재밌게 보고 있어요 몆편 안남아서 아끼면서 읽는 중
금손 아빠가 되었다,너무 재밌어서 하루만에 완독했어오  사랑스러운 아가들과 생각깊고 다정한 준이 및 준의 주변사람들 너무 힐링이에요 표지 루카 귀여워 죽을것같은데 울 레니도 보고싶어요 작가님
금손 아빠가 되었다,아기와 아빠가 같이 성장하는 이야기
금손 아빠가 되었다,화
금손 아빠가 되었다,힐링그자체 재밋어요
금손 아빠가 되었다,너무 따뜻하고 재미있는 이야기
금손 아빠가 되었다,귀여뽀짝한 아기도 나오고 금손인 것도 재밌어요 좋은 사람들이 나옵니다
금손 아빠가 되었다,아이를 키우는 육아물이긴한데 제목처럼 너무 가볍지는 않고 인간의 고뇌도 좀 써 있고 주변에 도와주는 사람들도 있어서 보기 편하네요 일할때는 아이가 혼자 잘 놀고 잘 자서 육아 난이도가 하
금손 아빠가 되었다,힐링물 재밌어요
금손 아빠가 되었다,좋네요 힐링물 좋아요
금손 아빠가 되었다,아래 현실적육아라고 해서 읽았는데 그렇진 않아요 정확히는 육아 희망편 애들이 순하고 귀엽고 잘먹고 잘자고 말썽도 안부림그래도 애아빠가 애들 엄청 아끼는티가 나서 좋긴함대신 시간진행이 매우 느려서 상세히 적혀있습니다
금손 아빠가 되었다,그치 아빠가 다른 아기를 보고 웃는다못참지 
금손 아빠가 되었다,판타지가많이 가미된 육아물 말랑하고 몰랑하고 따끈해서 아기를 품에 안고있는것 같은 소설입니다 레니랑 루카는 물론 이 소설에 등장하는 다른 어린아이들도 행복하게만 자라서 건강한 어른이 되었으면 좋겠어요
금손 아빠가 되었다,화가 정말 아름다워요 책갈피 해놓고 갑니다화도 정말 좋았네요 책갈피 또 해놓고 갑니다화 좋습니다 책갈피 해놓고 갑니다
금손 아빠가 되었다,재밌습니다
금손 아빠가 되었다,완전 힐링완전 힐링몽글몽글
금손 아빠가 되었다,애기들 너무 귀엽네요 판타지스러우면서도 현실적이기도해서 너무 재밌게 읽고있습니다
금손 아빠가 되었다,수고하셨습니다 잘 보고 갑니다
금손 아빠가 되었다,너무너무 귀엽고 재밌게 보고 있습니다
금손 아빠가 되었다,판타지지만 현실적인 육아에 공감도  입니다 이미 제 자녀들은 다 성장하였지만 추억과 함께 앞으로 만날 손주들 키울기대도 하게 되네요 더불어 긍정작으로 휠링이 됩니다 특히 초보맘들께 추천합니다
금손 아빠가 되었다,너무 재밌고 마음을 어루만져주는 문장이 있어서 감사하면서 완독했 습니다 작가님 해피뉴이어
금손 아빠가 되었다,존잼최신화까지 다읽었어요 연참기원
금손 아빠가 되었다,무료분 보다가 너무 재미있어서 계속 읽게 되네요
금손 아빠가 되었다,아 진짜진짜 귀여운소설
금손 아빠가 되었다,루카와 레니가 너무 사랑스러워요
금손 아빠가 되었다,이시대 최고의 힐링소설
금손 아빠가 되었다,너무너무 귀엽고재밌어요
금손 아빠가 되었다,하육아물은 진짜 힐링이고 사랑임애들이 너무 착하고 귀엽고 사랑스러움읽고 있으면 세속에 찌는 내가 쓰레기같고정화됨
금손 아빠가 되었다,진정한 인류애 풀충전 참트루 힐링 판타지작가님 다음 작품 미리 기대중
금손 아빠가 되었다,너무 재밌게 보고 있습니다
금손 아빠가 되었다,진짜 너무너무귀엽다
금손 아빠가 되었다,읽으면서계속 미소를 짓게되는 이야기입니다요즘같이 가족의 관계가 파괴되는 사건이 많은세상메 혈연으로 맺어진 관계는 아니지만 사랑으로가족을 이루어나가는 감동적인 글이네요
금손 아빠가 되었다,귀엽고 유쾌하네요
"마법소녀였는데, 퇴마합니다!",너무 재미있게 잘 봤습니다 저는 극호노맨스 우정 곧잉들의 티키타카와 성장 여주둔기류 무기를 휘두르는 괴담 및 귀신류 좋아하는 사람이면 재밌게 볼 것 같네효외전도 나왓음 조켓어요아 어디 외전 안나오나외전나오면 딱인데
"마법소녀였는데, 퇴마합니다!",좋은데 뭔지 모르게 부족한 느낌
"마법소녀였는데, 퇴마합니다!",여주판인데 여주가 빠따로 귀신을 퇴치합니다여자들의 우정이 너무 아름다워요
"마법소녀였는데, 퇴마합니다!",여주가 강인한 인물이고 주변인물들도 하나같이 매력적으로 나오는 점이 마음에 들었어요
"마법소녀였는데, 퇴마합니다!",소재는 재미있고 필력도 괜찮은데 뭐랄까내가 연성할 때 나오는 현실에서는 쓰지 않을 법한 어색한 대사와 서술이 이어져요 흡입력도 딱히고그래도 계속 볼 생각이에요
"마법소녀였는데, 퇴마합니다!",키워드취저 재미있어용 
"마법소녀였는데, 퇴마합니다!",여주가 강인한 인물이고 주변인물들도 하나같이 매력적으로 나오는 점이 마음에 들었어요
"마법소녀였는데, 퇴마합니다!",소재가 참신하네요 건필하세요
"마법소녀였는데, 퇴마합니다!",현역여고생이 주인공인 퇴마물 캐릭터와 스토리 문체가 톡톡 튀고 생생해요
"마법소녀였는데, 퇴마합니다!",여주판 진짜 너무 좋은데 스토리 최고예요
"마법소녀였는데, 퇴마합니다!",여주판이긴 한데 남성향이 짙고 여주도 외모만 여자고 행동이나 말투가 넘 남자 같아욬 근데 술술읽히고 재밌어요
"마법소녀였는데, 퇴마합니다!",평점이 길래 화 무료이기도 하고 가격도 채울겸 전체구매했는데 후회돼요 너무 안읽힙니다어떤 재미가 있는지 모르겠어요 왜 이렇게 높지 제가 놓친 부분이 뭘까 싶어요캐릭터간의 관계성도 약하고 주인공은 급이라는데 내용 전개는 답답하기만 무료분 읽어보고 결제하시는것을 추천드립니다
"마법소녀였는데, 퇴마합니다!",현역 여고생의 마법물리와 퇴마거기에 구원서사 한숟갈
"마법소녀였는데, 퇴마합니다!",화하차 묘하게 손이 안감
"마법소녀였는데, 퇴마합니다!",귀신에게 삥뜯는 톼마사가 있다
"마법소녀였는데, 퇴마합니다!",재밋숴요  딱 우정퇴마물인데 막 희망찬 포텐이 아니라 정말 고등학생 시점에서의 호러를 잘 그려내 주셔서 좋아요
"마법소녀였는데, 퇴마합니다!",키워드 맘에들어서 구매 재밌어요
"마법소녀였는데, 퇴마합니다!",재밌게 읽었어요
"마법소녀였는데, 퇴마합니다!",마법소녀 짱멋있
"마법소녀였는데, 퇴마합니다!",재미있게 잘 읽고 있어요
"마법소녀였는데, 퇴마합니다!",재미있어보여요 잘봤습니다
"마법소녀였는데, 퇴마합니다!", 여러장르가 섞인것같아 좋아요
"마법소녀였는데, 퇴마합니다!",넘 재미있어요 캐디 존멋
"마법소녀였는데, 퇴마합니다!",대 느낌 별로 안좋아하는데 재밌네요
"마법소녀였는데, 퇴마합니다!",재미있게 읽었어요
"마법소녀였는데, 퇴마합니다!",캐디 개존멋 대리만족
"마법소녀였는데, 퇴마합니다!",소재가 독특하고 재밌어요
"마법소녀였는데, 퇴마합니다!",두근두근 기대하고 달려요
"마법소녀였는데, 퇴마합니다!",마법소녀 가즈아즐겁게 봅니다
"마법소녀였는데, 퇴마합니다!",꽤 볼만해요잘봤습니다
"마법소녀였는데, 퇴마합니다!",재미있게 봤어요
"마법소녀였는데, 퇴마합니다!",재밌어요  잘 보고 가요
"마법소녀였는데, 퇴마합니다!",소재가 독특해요 
"마법소녀였는데, 퇴마합니다!",소녀가 퇴마하는모습이 재미네요작가가 글을 잘쓰네요
"마법소녀였는데, 퇴마합니다!",재미있게 보고 있어요
"마법소녀였는데, 퇴마합니다!",아름다워요 아주 마음에 들어요
"마법소녀였는데, 퇴마합니다!",여주판이라 재미있어요
"마법소녀였는데, 퇴마합니다!",여주판타지 재밌어요 
"마법소녀였는데, 퇴마합니다!",소재가 신선하네욬
"마법소녀였는데, 퇴마합니다!",재밌어요 기대됩니다
"마법소녀였는데, 퇴마합니다!",재미있어요 기대됩니다
"마법소녀였는데, 퇴마합니다!",마법소녀퇴마물이라니 잼겟네영
"마법소녀였는데, 퇴마합니다!",퇴마물 좋아하는데 마법 퇴마물기대됩니당
"마법소녀였는데, 퇴마합니다!",쇠빠따 여주 너무 멋있음
"마법소녀였는데, 퇴마합니다!",흥미진진해요
"마법소녀였는데, 퇴마합니다!",아니 자꾸만 최마엘인지 김마엘인지 유치뽕짝 네이밍이랑 엮이고 이게 자꾸 플러팅을 날려서 저기가 여고라는 사실을 잊게됨 짱나네 여고에서 썸타지말라고
"마법소녀였는데, 퇴마합니다!",마법소녀가 퇴마사가 된 이야기라 신선하고 흥미로워요
산적왕이 되고 싶다곤 안 했다,떡밥을 낚기도 전에 또 뿌리기만 하는 기분이라 개인적으로 혼잡하다 느꼈어요 캐릭터성도 확고해지기 전에 숨긴 뭐뭐의 언급에 그걸 묻지 않은걸 훗날 후회한다 나와서 얘들이 비밀이 많다는 느낌보단 일관적이지 못하다는 느낌이 들어요
산적왕이 되고 싶다곤 안 했다,별점이 왜 높은지 알겠어요 재밌고 시원시원한 전개입니다
산적왕이 되고 싶다곤 안 했다,일찌감치 중도하차합니다 이야기가 너무 산만해서 집중이 안되요 설정도 엉성하고 주인공부터가 당최 어떤 성격의 캐릭터인지 감이 안와요
산적왕이 되고 싶다곤 안 했다,화쯤 봤는데 주인공이 너무 주변에 끌려다니기만 해서 별로임
산적왕이 되고 싶다곤 안 했다,취향아님 여주신선 유머괜찮았으나 진짜 산적왕 설정 극복이안됨
산적왕이 되고 싶다곤 안 했다,제취향은 아닌듯여주가 점점 무매력 사업한다고 다니면서 바보가 되가는듯
산적왕이 되고 싶다곤 안 했다,화는 되게 신선했는데 화는 억지스럽
산적왕이 되고 싶다곤 안 했다,흥미롭게 재밌게 읽고있습니다
산적왕이 되고 싶다곤 안 했다,와 보통 무료분량은 졸라 재밌고 유료부터 텐션 떨어지는게 정상인데 처음부터 진짜 유치하다
산적왕이 되고 싶다곤 안 했다,주인공들 매력적이어서 재밌어요
산적왕이 되고 싶다곤 안 했다,산적왕이 난 될 테다이미 됐다고한다
산적왕이 되고 싶다곤 안 했다,여주 무협물 좋아해사 잘보고있습니다
산적왕이 되고 싶다곤 안 했다,너무나 잘 보고 있습니다 무협 재미있어요
산적왕이 되고 싶다곤 안 했다,시작부터 재밌네요 이름부터 산적에 아주 어울리는 데다가 여자 주인공 무협이라 더 좋네요
산적왕이 되고 싶다곤 안 했다,직장인이 무림의 산적왕이 되는 여주판이라니 신선하네요
산적왕이 되고 싶다곤 안 했다,귀한 여주무협인데 생각보다 더 재밌어요
산적왕이 되고 싶다곤 안 했다,요즘 흥미롭게 보는 장르라 넘 마음에 들어요
산적왕이 되고 싶다곤 안 했다,외유내강 너무 좋아요 기대됩니다
산적왕이 되고 싶다곤 안 했다,귀한 여주 무협물 오랜만에 맘에 드는 무협물 만났네요 재밌습니다
산적왕이 되고 싶다곤 안 했다,여주무협물 좋아해서 재밌게봤어요 여주설정도 신선하고 매력있어서 좋았습니다
산적왕이 되고 싶다곤 안 했다,나 이런거 좋아하네 많이 안 접해본 장르라 생소했는데 몰입 확 되는 순간부터 정신없이 읽는중
산적왕이 되고 싶다곤 안 했다,산적왕이라는 소재가 신선하네요 여주판 성장물이라서 흥미롭게 잘 봤습니다
산적왕이 되고 싶다곤 안 했다,대박 작가님 신간 너무너무 기다렸어요 
산적왕이 되고 싶다곤 안 했다,산적왕이라는 소재도 흥미롭고 주인공 성격이 시원해서 재미있어요
산적왕이 되고 싶다곤 안 했다,여주판이라 매력이 더 살아요 같은설정에 남자 주인공이었으면 뻔했을듯
산적왕이 되고 싶다곤 안 했다,녹림인데 당가랑 제법 잘 지내네요 여주가 먼치킨이 아니라서 무위 상승하는 거 지켜보는 맛이 있습니다 배짱 있는 것도 좋아요
산적왕이 되고 싶다곤 안 했다,찌든 현대사회 직장인에서 무협으로  대충 무림인이 됐는데 주워온 자식인 줄 알았더니 왕이였넼 산적왕은 신박하네요 왕초느낌인데 그게 아닌가봐 신선해요
산적왕이 되고 싶다곤 안 했다,설정 흥미롭고 굿굿 
산적왕이 되고 싶다곤 안 했다,산적왕 잘맞고 취향입니다 재밌게 읽고 있습니다
산적왕이 되고 싶다곤 안 했다,무협물 좋아하다보니 초반인데도 저는 흥미진진하네요
산적왕이 되고 싶다곤 안 했다,산적왕 취향이라 술술 재미있게 읽을 수 있고 맛있어요
산적왕이 되고 싶다곤 안 했다,재미 끝판왕 입니다
산적왕이 되고 싶다곤 안 했다,귀한 여주 무협에 산적왕 소재라니 흥미롭네요
산적왕이 되고 싶다곤 안 했다,녹림 소속 여주인공이 신선해서 재미있게 보고 있어요
산적왕이 되고 싶다곤 안 했다,내가 좋아하는의 주인공이 녹림왕이라니 바라던 바
산적왕이 되고 싶다곤 안 했다,녹림왕이라는 소재가 신박하고 재미있어요
산적왕이 되고 싶다곤 안 했다,여주무협이라서 너무 좋네요
산적왕이 되고 싶다곤 안 했다,제목에서부터 여주의 울분이 느껴짐 읽는 사람은 시원하게 읽고 있음
산적왕이 되고 싶다곤 안 했다,내용이 흥미진진해요
산적왕이 되고 싶다곤 안 했다,여주 녹림왕이라니 색다르고 좋네요너무 가벼울까 걱정했는데 술술 잘 읽혀서 좋았습니다표지 댕댕이가 귀여워서 냉큼 질렀네요
산적왕이 되고 싶다곤 안 했다,전개 스피디하고 개그감이 좋아서 꽤 재밌습니다
산적왕이 되고 싶다곤 안 했다,스토리가 흥미진진해요
산적왕이 되고 싶다곤 안 했다,반 재밌었는데 늑대 나오고부터 무협의 탈을 쓴 로판처럼 느꺼지기 시작했어요 무료분 보고 판단하시면 될 듯
산적왕이 되고 싶다곤 안 했다,주인공이 멋있어서 계속 읽게 돼요 재밌씁니다
산적왕이 되고 싶다곤 안 했다,크게 기대안했는데 주인공이 탄탄하고 선해서 좋네요
산적왕이 되고 싶다곤 안 했다,재미있네요 흥미진진합니다
산적왕이 되고 싶다곤 안 했다,재대여방지
산적왕이 되고 싶다곤 안 했다,여성향 무협을 잘 풀어냄 재미씀
산적왕이 되고 싶다곤 안 했다,할말이없네별점보고 들어오면 바보
신라의 왕좌는 제 겁니다,퓨전역사판타지라도 정도가있지 작가가 역사 나열하며 전투에 지식 활용하고 인물들 포섭하는 건 클리셰적으로 넘어갔지만 그 외에 경제 행정 문화 기술쪽에 작가 서술에서 몰입안됩니다진짜 읽다가 너무 허술하고 이걸 넘어가고 그냥 찬양하고 넘어간다고의문되는 지점이 삼진에바를 넘어서 화이후로 이건좀 환불하고싶었는데 이미 뒷내용 다운해서 환불도 못하고 가볍게 뇌빼고 보다가 띠용스러운 부분에서 몰입 너무 깨집니다 판타지라지만 너무한부분 화 넘겨보면 또 익숙해져서 걍 가볍게 넘기는 소설입니다
신라의 왕좌는 제 겁니다,이거 한번씩만 봐주세요 너무재밌어요진짜주인공말하는것부터너무호감 작가님글너무잘써요 가독성 너무 좋아요 편안하게 술술 읽히고요 퓨전판타지 및 역사 관련 좋아하시는분들 꼭 보세요 그냥 판타지 좋아하시는 분들도 보세요 진짜 너무 재밌어요 어떻게 풀어나갈지 너무 궁금해지는 스토립니다
신라의 왕좌는 제 겁니다,여주물대역적당히 개연성있고 볼만한 소설 찾는다면 나쁘지 않은 선택 일부 대역 단점인 인물 과도하게 띄워주기나 지능 하락시키는 그런 문제는 눈에 띄지 않음
신라의 왕좌는 제 겁니다,자매끼리 형 아우 성범죄자 과해
신라의 왕좌는 제 겁니다,아니  선화공주 주인공 당장 시작한다
신라의 왕좌는 제 겁니다,그래도 신라가 여왕도 있고 제법 진취적이었지요 조선이랑은 다르다 조선이랑은
신라의 왕좌는 제 겁니다,여주대역물 좋아하면 추천합니다
신라의 왕좌는 제 겁니다,덕만천명그리고 서동선화 이렇게 역사에서 아는 내용들이 나오니 어떻게 이야기가 될지 더욱더 궁금해지네요
신라의 왕좌는 제 겁니다,신라배경 빙의물이라 신선해요
신라의 왕좌는 제 겁니다,키워드도 재밌고 소재도 마음에 들어서 좋네요
신라의 왕좌는 제 겁니다,재밌어요 기대됩니다
신라의 왕좌는 제 겁니다,선화공주의 왕위다툼 스토리라 생각보다 무거운데 재밌어요
신라의 왕좌는 제 겁니다,여주판 재미있습니다
신라의 왕좌는 제 겁니다,신라시대에다 선화공주가 주인공이라니 특이하고 재미있어요
신라의 왕좌는 제 겁니다,실제로 신라에 여왕이 있었는데 그 소재로 판타지 소설이 되니까 흥미롭네요 
신라의 왕좌는 제 겁니다,신라 배경 재밌어요
