Titles,Reviews
"첫눈에 반했어요, 흑막님!",고구마가 길지않아서 좋았어요
"첫눈에 반했어요, 흑막님!",설정도 흥미롭고 재미있어요
"첫눈에 반했어요, 흑막님!",사건은 탄탄하고 둘의 관계나 로코적 분위기도 제대로라 너무 재밌어요
"첫눈에 반했어요, 흑막님!",설정이 재미있어요 캐릭터가 매력있어서 잘 봤어요
"첫눈에 반했어요, 흑막님!",달달하면서도 흥미로운 설정과 소재라 재밌게 잘 봤습니다
"첫눈에 반했어요, 흑막님!",귀엽네 
"첫눈에 반했어요, 흑막님!",가벼운데도 묵직하게 느낄 수 있었음
"첫눈에 반했어요, 흑막님!",등장인물이 개성있네요
"첫눈에 반했어요, 흑막님!",햇살 여주가 매력적이에요
"첫눈에 반했어요, 흑막님!",세상 깨발랄하고 로코로코한 작품일 줄 알았는데 사건적인 요소가 의외로 딥한 부분이 있어서 예상치 못했던 재미를 발견할 수 있었던 작품이었습니다 로맨스와 추리가 적절하게 섞여서 흥미롭게 느껴지는데요 작가님께서 요 사이의 밸런스를 굉장히 잘 맞춰주셔서 두가지 맛을 다 느낄 수 있는 것 같아서 무척 만족스러웠습니다 그리고 남주가 넘 다정하고 은근 귀엽네욯
"첫눈에 반했어요, 흑막님!",아무리 덜미를 잡기 위해서라지만 자기를 살해할 사람에게 연애 제안이라니 여주 담이 쎄네요
"첫눈에 반했어요, 흑막님!",설정은 좋은데 생각보다 가벼워요
"첫눈에 반했어요, 흑막님!",여주인공이 상냥하고 사랑스러워요
"첫눈에 반했어요, 흑막님!",가볍게 읽기 좋았어요
"첫눈에 반했어요, 흑막님!",착각과 오해 속에서 우당탕 진행되는 이야기가 너무 재미있어요
"첫눈에 반했어요, 흑막님!",가볍게 읽기 좋은 글입니다 셜록홈즈를 오마주한 부분들이 보여 홈즈를 좋아하신다면 오마주 요소들을 찾아보는 재미도 있습니다 사실 허술하고 유치한 부분들이 많지만 전체적인 스토리 흐름이 나쁘지 않습니다 무난하게 읽으실 수 있습니다
"첫눈에 반했어요, 흑막님!",부담 없이 읽을 수 있는 내용
"첫눈에 반했어요, 흑막님!",모쏠 남주 하는 짓이 너무 하찮고 귀엽고 재미있네요
"첫눈에 반했어요, 흑막님!",예상보다 너무 재밌어서 놀라고 있습니다 사건도 흥미진진하고 남주가 질투마저 예쁘게 해 줘서 신났어요
바이올렛 블룸,남주가 별보라님 작품치고는 저돌적이지않고 좀 뒤에 있는 느낌이었어요 키워드에 직진남이 없긴한데 남주의 등장 자체도 후반부들어 좀 적은것같고 그래서 남주에 비해 정중하면서도 깔끔하게 적극적인 남조가 좀더 매력적이지않았나싶어요
바이올렛 블룸,이런말씀 죄송하지만 바로크 이후로 점점 퇴보하는듯
바이올렛 블룸,제발 휴이스를 남주로
바이올렛 블룸,최고의 용두사미그냥 작가가 이 작품을 버림
바이올렛 블룸,이작품은 왜 북이 없나요 원씩 결재하면서 읽을려니 감질나고 속상해요 쭉 읽어나가야 되는데
바이올렛 블룸,별보라님 김찌맛집 업보후회남주 데굴데굴 구를 생각에 벌써 입맛 싹 돌아요
바이올렛 블룸,건필하세요 잘볼게요
바이올렛 블룸,막장 같은 중세시대 로맨스 궁금해서 다음화 훅훅 넘어감 대신 과거사나 주변이야기는 빠르게 넘겼음 남주가 사랑을 자각한건지 만건지 서술이 혼란스러움 그냥 왕의 책무찐사랑으로 했어도 충분한 걸 곁다리로 꼬아놓은게 많음 결말이 용두사미인데 관계성 상상하며 한번쯤 볼만함 재탕 
바이올렛 블룸,역시 이 맛 별보라님의 색깔 잃지마세용
바이올렛 블룸,폐하 호칭보고 기절할 뻔 기본적인 호칭은 알고 쓰셔야하지 않을까요 도저히 안돼서 화 하차
바이올렛 블룸,시작은 좋다 별보라님 김찌 달린다
바이올렛 블룸,좀더나아질꺼야기대를하면서 다음편 다음편하긴했는데기대가 너무컷다는게
바이올렛 블룸,어떻게 이야기를 풀어갈지 궁금하네오 
바이올렛 블룸,그냥 쭉 보긴했는데추천은안해요
바이올렛 블룸,전작들은 재미있게 봤는데 이번 작품은 여주가 몰입이 잘 안 되네요
바이올렛 블룸,작가님 작품은 다 챙겨서 보는데 이작품은 쏘쏘 하네요크게 특징이나 매력도 없고 스토리도 이전 작들 카피같고 전연령이라 섹텐도 없네요 끝까지 완독은 했으나 내용도 지지부지 길어서 너무 늘어져요
바이올렛 블룸,외전은 언제 주시나요 중간고사 기간이어도 읽응수있습니다
바이올렛 블룸,앞으로 전개가 기대되요재미있어요
바이올렛 블룸,외전이 필요합니다 빨리용
바이올렛 블룸,여주가 너무 굴러서 안타까워요언제쯤 웃을수 있으려는지  안느 응원합니다
바이올렛 블룸,끝이 뭔가 외전 나올 각 휴이스가 더 좋은데 
바이올렛 블룸,재미있게 보고있습니다 다음화가 기대됩니다
바이올렛 블룸,왜 불행은 이렇게 연달아 오는지 어린 아네스가 참 안스럽네요
바이올렛 블룸,안 넘 불쌍해요 별보라님 다른 작품 잔느와 결이 비슷한건가요 더 열심히 읽어볼게요
바이올렛 블룸,재밌어요여주가 좀 안됐어요
바이올렛 블룸,재밌게 잘 읽었어요 행복한 결말이네요
바이올렛 블룸,불행은 한꺼번에 온다더니 에고 어려서부터 힘들었구나 여주야
바이올렛 블룸,며칠동안 쉴새없이 읽었네요외전 기다려봅니다
바이올렛 블룸,표지는 대박내용은 심심 주인공들의 심리묘사 빈약 금이 아니라 그런가기존 별보라님 작품보다는파랑같은 작품 꼭 다시 보고싶어요 작가님
바이올렛 블룸,답답한 부분도 있는데 이상하게 계속 보게되고 결제를 하고있네 
바이올렛 블룸,기다무를 할수가 없어요 어느샌가 결제를 계속하고 있네요
바이올렛 블룸,재미있어요 서사와 전개가 매력있어요
바이올렛 블룸,너무 재미있어요역시 믿고 읽는 작가님
바이올렛 블룸,원래 아는 맛이 더 달콤한 법이죠
바이올렛 블룸,아직 회까지밖에 안봤지만 나쁜남자취저라기대되네용 
바이올렛 블룸,재미있어요완결나서 몰아보니 좋네요
바이올렛 블룸,역시 별보라님  단행본만 보는데 참다 참다 달렸는데 후회없이 봤어요 단행도 또사야지 존잼이다
바이올렛 블룸,초반에만 재밌어요 솔직히 돈주고 보기 아깝습니
바이올렛 블룸,레녹 넘 매력적이야후회스탯 착실히 쌓아서 좋아요
바이올렛 블룸,잼나게 봤어요 완결축하합니다
바이올렛 블룸,재미없는 얘길 길게 끌지 않고 빨리 종결시킨 센스에 별점 더 드립니다
바이올렛 블룸,여주가 불쌍한데 답답해요 노력하는듯 노력하지 않는 기분 
바이올렛 블룸,재미있습니다 기대됩니다
바이올렛 블룸,여주 불쌍하고 이기적인 남주 싫지만 저라면 휴이스 선택하겠어요 답답한 분위기인데도 작가님 필력 있으신지 자꾸 보게 되네요
바이올렛 블룸,소재가 신선해서 재밌게 읽고 있어요
악인 남편(15세 개정판),재미있게 보고 있습니다
악인 남편(15세 개정판),오늘 완결편 정독했어요아오 아쉬워라
악인 남편(15세 개정판),체자레와 아일린 매력적이에요
악인 남편(15세 개정판),재미있어요 남주가 매력있어요
악인 남편(15세 개정판),작가님 열사의 주인이라는 작품을 다시 너무 읽고 싶은데 방법을 못 찾아서 헤메고 있습니다 혹시 구매읽을 수 있는 플랫폼이 있을까요 너무 팬이고 재밌게 읽었는데 더이상 못 찾겠어서요
악인 남편(15세 개정판),오랜만에 캐릭터들도 매력적이고 스토리도 탄탄한 로판 찾았습니다 다음화가 벌써 기대되요
악인 남편(15세 개정판),남주가 차가운데 여주한테만 따뜻해서 좋네요
악인 남편(15세 개정판),표지가 미챴다 존잘
악인 남편(15세 개정판),너무 흥미진진해요 여주 좀 답답한데 남주매력이굿
악인 남편(15세 개정판),늘 믿고 보는 작가님 이번에도 완전 뒤집어 놓으셨다
악인 남편(15세 개정판),체자레 찐매력남 하 너무 좋아요 노래해보래특유의 여유여유 다정능글남 너무 좋네요
악인 남편(15세 개정판),사하 작가님은 대체 못 하시는 게 몰까왔다 로판계 레전드의 강림이시다
악인 남편(15세 개정판),즐겁게 보고 있습니다  캐릭터들이 매력적이예요 체자레 너무 멋있어요  스토리도 흥미진진합니다
악인 남편(15세 개정판),이성적이고 냉정한 남주가 어떻게 변해갈지 궁금해지네요
악인 남편(15세 개정판),표지 맛집이네요
악인 남편(15세 개정판),작품 분위기도 좋고 남주도 매력적이네요
악인 남편(15세 개정판),재밌게 읽었어요 믿고봅니다
악인 남편(15세 개정판),재미있게 읽고 있습니다
악인 남편(15세 개정판),체자레가 언제 어떻게 회귀를 했는지사랑스러운 여주 너무 좋아요잘 보고 갑니다
악인 남편(15세 개정판),정말 재밌어요 믿고 보는 작가님입니다
악인 남편(15세 개정판),재밌을거 같아요 기대되네요
악인 남편(15세 개정판),응원합니다 기대됩니다
악인 남편(15세 개정판),작가님 작품은 다 매력있고 재밌어요
악인 남편(15세 개정판),믿고 보는 사하 작가님 표지부터 핫하네요
악인 남편(15세 개정판),너무너무 재밌어요
악인 남편(15세 개정판),응원합니다 건필하세요 잘볼게요
악인 남편(15세 개정판),젼맛탱역시 사하작가님
악인 남편(15세 개정판),믿고보는 사하님 작품 표지부터 개알흠다와요
악인 남편(15세 개정판),재미있게 잘 보고 있습니다
악인 남편(15세 개정판),일단 믿고 시작합니다시작은 나쁘지않고 술술 잘 읽혀서 좋아요
악인 남편(15세 개정판),아일린이 아까워요
악인 남편(15세 개정판),키워드도 취향이고 줄거리도 흥미로워서 읽기 시작했는데 아직 초반이지만 재밌어요
악인 남편(15세 개정판),믿고보는 사하작가님 신작 너므 기대됩니당
악인 남편(15세 개정판),재밌어요 정주행시작합니다
악인 남편(15세 개정판),요정같은 여주 삽화가 시급합니다 너무 잼나요
악인 남편(15세 개정판),재미있게 잘 봤어요
악인 남편(15세 개정판),스토리가 흥미진진하고 캐릭터설정이 맘에 들어요
악인 남편(15세 개정판),키워드가 취향이라 재밌게 읽었어요
악인 남편(15세 개정판),표지랑 남주분위기가 찰떡이고 재밌어요
악인 남편(15세 개정판),전개가 흥미진진하고 독특해요
악인 남편(15세 개정판),전개가 탄탄하고 나쁜남주 매력있어요
악인 남편(15세 개정판),여주가 단두대에서 죽고 남주가 회귀했군요 남주가 너무 매력적이에요
악인 남편(15세 개정판),다음화가 궁금해요
악인 남편(15세 개정판),다음화가 기대되요
악인 남편(15세 개정판),키워드 취저 재미있어용
악인 남편(15세 개정판),회기 전 여주가 마약 관련해서 단두대에서 죽고 그 시신을 사람들이 나눠가져서 시민들 반을 죽일뻔했다는 이야기를 한거군요 무튼 잘 돌아와서 살려냈으니 다행이얌
가이드학개론,와아 한참전에 사두고 묵혔다 오늘 다읽었네 넷플 시리즈로 만들면 재밌겠네 웹툰은 안만드나 너무 짧나 넘 재밌어서 호로록 하루만에 다봤어요 여성취향 아포칼립스물이네요 외전이 꾸금이라 기대하면서 보러갑니다 데릭개멋찜
가이드학개론,영화입니다
가이드학개론,완전 재밌어요 강추해요 보세요 
가이드학개론,하루만에 단숨에 읽었네요 금 없이 이렇게 긴장감있게 짜임새있는 줄거린 그림자없는밤 빼고는 처음이네요 영화해도 좋을만큼 너무 재미있게 읽었어요
가이드학개론,작가님 너무 재밌게 잘 읽었습니다
가이드학개론,가이드물을 처음 읽고 있는데 여주가 아주 용감해요 테일이 어떤 사람인지 궁금하네요 재미있어요 필력이 짱
가이드학개론,재밌게 잘 읽었습니다 아포칼립스물 수작입니다 배경만 암울하지 주인공의 능력이 강해서 그다지 위기감을 느끼지 못하는 연출 따위는 없는 스피디한 고난과 우울과 시련 이것이 진정한 아포칼립스입니다 전개가 전혀 늘어지지 않는데다 인물의 내면 묘사 등장인물 간의 역학관계 면에서 별점 만 개를 드리고 싶은 작품입니다 주인공의 인생을 함께한 기분입니다 짱 역시 세상이 좃됐으면 이래야죠
가이드학개론,쉴새없이 몰아치는 서사에 어느덧 완결이네요흡입력있는 디스토피아물중 하나였어요
가이드학개론,와진짜 리뷰 잘 안남기는데 이 작품은 남겨야 할 정도로 대작이에요 진짜 필력이 가슴 쫀득거리고 긴장감넘치게 잘 썼습니다 발로써도 내가 더 잘 쓸것만 같은 소설들만 보다가 오랜만에 전 회차 다 지르고 이틀만에 다 읽고 광명찾았습니다 다음작품도 기대됩니다 그림자없는밤 이후로 액션스토리 개그 감동 서사 필력 다 잡은 소설은 오랜만이라 몇년만에 리뷰 또 남기네요
가이드학개론,진짜 최고예요정말 잘 읽었어요나도 행복하네요
가이드학개론,영화보는거 같어 흐름 너무 자연스러워
가이드학개론,여주 캐디가 좋아요
가이드학개론,드디어 완결이네요  정말 쉴틈없이 재밋었어요 
가이드학개론,으아 완결이라니 기념으로 다시 정주행 달리겠습니다  외전도 기다려요 작가님
가이드학개론,스릴엄청나요 긴장을 놓을 구간이 없어요
가이드학개론,화까지 보고 기다렸는데완결났으니 달려야겠어요잼있게 보고있어요
가이드학개론,감탄하며 읽었어요믿고 그냥 함 보세요후회없을거에요진짜루
가이드학개론,이게 왜 년 로판 웹소설 대상 후보에 없죠
가이드학개론,질질 끄는 구간 하나도 없이 이야기가 숨막히게 이어져요 다음편 누르면서 발 동동 굴러본건 또 처음이네요 다른 분들 리뷰처럼 몰입감 장난 아니고 읽다보면 쫄려서 숨이 찰 정도 입니다 
가이드학개론,남주후보가 셋인데 테일말고는 별로 매력이 없음
가이드학개론,너무 재밌어요 처음 리뷰 달아보는데 안 달수가 없게 만들어요 작가님 글솜씨 최고에요
가이드학개론,아하연의 피에 이런 비밀이
가이드학개론,세계관도 흥미롭고 긴장감 있는 아포칼립스물이라 재밌게 읽었는데 남주였으면 하는 캐릭은 그대로 끝인걸까요 남은 둘은 그다지 안끌려서 난감하네요 역하렘 키워드 있는 건 봤지만 이럴 거면 차라리 연애 요소가 없는 편이 나았을지도요 재미는 있는데 등장인물들 죽어가는 속도가 장난이 아니네요
가이드학개론,헤테로 센가물 신기해서 찍먹하다 까지 봤어요 센가물에 좀비물 버무리한 느낌이고 초반은 긴장감 있고 좋았는데 완급 조절 없이 위기위기위기위기라서 따라가기 숨찹니다 그리고 로맨스는 없는게 더 깔끔했을 것 같아요
가이드학개론,이건 진짜 너무 재밌잖아요
가이드학개론,제목은 정말 지루하고 조용할거 같은데이건 정말이지 박진감 넘치네요대박이예요
가이드학개론, 몬스터 감염체와 싸우는 아포칼립스물인데 통제되고 황폐한 세계와 전투 장면 묘사가 몰입감이 있어서 전쟁 영화 아니 전쟁터를 보는 느낌 아직 초반이라 진행이 어땋게 될지 두근두근 합니다 아포칼립스물은 해피엔딩이 가능한지 조차 모르겠는데 하여간 해피엔딩 마음의 평화를 기원합니다
가이드학개론,와 대박제목에서 좀 망설였는데읽기시작하고 끝까지 다 읽어버림이 몰입력 필력 무엇
가이드학개론,작가님 빙의 조심하시길
가이드학개론,와 이벤없이 리뷰 처음 달아보네요영화보는것처럼 안끊기고 달렸어요 회차 지날수록 인물들간 티키타카 너무 웃기고장면장면이 눈앞에 그려지는 느낌이에요 완결나고볼껄
가이드학개론,화까지만 읽고 하차할게요정말 재밌고 작가님 필력이 좋아서 마치 제가 거기 있는 것처럼 생생하게 느껴져요 그게 문제죠 벌써부터 너무 암울하고 안그래도 현생도 암울한데 소설에서까지 우울해지고 싶진 않아서 걍댓글보니깐 진짜 쉴틈없이 쭉 구르는 것 같더라구요 찐 아포칼립스인듯 옘병나중에 완결나면 보던가 해야지 재밌긴 재밌습니다
가이드학개론,내가 보려고 쓰는 리뷰 화까지 읽음 가독성이 조금 떨어지고 등장인물들은 아주 그냥 쉴 틈 없이 데굴데굴 구른다 러브라인 보고싶어도 지쳐서 못 볼 정도라 접는다 포백 화 구매   
가이드학개론,최근에 봤던 소설 중 가장 퀄리티 좋은 소설입니다 비슷한 내용 흔한 소재가 아닌 부분 탄탄한 세계관 지루하지 않은내용전개 서술방식등 안 쉬고 쭉 읽었어요 진짜 영화를 소설로 읽는 느낌아쉬운게 있다면 연재중하아이거 어떻게 기다려요 진짜
가이드학개론,몰입감쩔고 전투 생존 미쳤음 그냥 읽으면 눈앞에 생생하게 떠오르는 묘사 너무 재밌음
가이드학개론,설마 완결아닙니꽈 아 너무 재밌다
가이드학개론,빨리 읽고 싶어요  완결나서 단행 나오면 좋겠다
가이드학개론,정도 달고 싶은데 처음에 장면 전환이 약간 뜬금없게 되는 느낌이었고 흐름이 끊겨가지고 가독성이 떨어지더라구요 최신화로 갈 수록 전반적으로 글이 친절해져서 잘 읽었습니다
가이드학개론,  이벤 금액 채우려고 옆동네서 로판으로 넘어오다 얘가 하필 연재중인 것도 주일 눈에 띄어 무료분만 보려다 중간에 소장 
가이드학개론,아 이걸 연재중에 보다니 어떻게 기다리지
가이드학개론,정말 재미있고 몰입감 쩔고 
가이드학개론,설정은 판타지인데 살기 위해 몸부림치는 투쟁이 현실적으로 묘사된 글이에요 진이 빠질 정도 전 북 나오면 다시 보겠습니다 한 편 한 편으로는 보기가 힘드네요
그림자 없는 밤,작가님 덕분에 신나게 웃었어요 감사합니다 작가님 필력이 어마어마합니다 낙원은 띄엄띄엄 절반 넘게 결제하면 읽었는데도 재미들 모르겠더라고요 그렇지만 작가님 필력은 인정할 수밖에 없어서 그동안 안 보고 쌓아 놓았던 그림자 다시 시작했는데 진짜 한마디로 감사합니다
그림자 없는 밤,진짜 개미친 대작임 로판은 쳐다도 안보는 내가 화까지 읽자마자 전편 다 지르고 이틀만에 밤새서 읽음
그림자 없는 밤,로젤린 너무 좋아 진짜로 작가님이 로젤린 같은 캐릭터로 김찌 끓였음 좋겠어요
그림자 없는 밤,그냥 명불허전제가 봤던 로판 중 가장 완벽해요
그림자 없는 밤,다시 찾아 보는 소설 다 보고나니 설명이 모두 되는게 멋집니다 너무 꽃밭인것도 아니라 더 좋았습니다
그림자 없는 밤,진한 로맨스 느낌하고는 멀어 보여 재미없을 거라 생각했는데 금도 없고 자극적인 로맨스 느낌이 없음에도 앉은 자리에서 거의 화까지 한번에 읽을 정도로 진짜 너무너무 재밌습니다이야기가 탄탄하고 흡입력이 좋습니다좋은 작품 써주셔서 감사합니다
그림자 없는 밤,최고다 꽁냥꽁냥이 외전에 더 있앗으먄 좋앗을텐데
그림자 없는 밤,더이상 어떻게 알콩달콩하나  그리고 나같음 머리 민다눈썹도
그림자 없는 밤,아아 마시면서 로 듣고있었는데 웃겨서 커피가 코로 들어간적이 있어요 작가님은 평소에 무슨 생각을 하면서 사는걸까 칼릭스남매 사랑해
그림자 없는 밤,설정이며 배경만 보면 하드코어 피폐인데 여기서 어떻게 코믹에 로맨스 챙겼는지 이해가 안 된 채로 멱살잡혀 왔습니다
그림자 없는 밤,정말 달달하며 웅장하도록 멋진 소설잉
그림자 없는 밤,꾸금만 읽은 내가 결제한 작품 이 작가님 거는 무조건 봄 지금 나오는 이윽고낙원에이르러도 보고있음
그림자 없는 밤,너무너무너무 재밌어요
그림자 없는 밤,로맨스 비중이 적어서점이요로판보고 싶어서 읽은건데 
그림자 없는 밤,로즈 넘 기욥지 않나요
그림자 없는 밤,개인적으로 상수리 이후 최고의 로판이네요 스토리가 늘어지지 않고 캐릭터가 모두 살아있어요 관통하는 주제는 묵직하지만 깨알같은 개그코드가 숨어있어서 절대 지루하지 않아요 작가님 필력이 진짜 어마어마강추합니다
그림자 없는 밤,정말 이렇게 끝이라구요 진실을보는세번째눈을 보고 칼릭스가 어떻게 환장하는지도 아직 못봤고 로젤린 마카롱 편지받는 것도 아직 못봤는데요
그림자 없는 밤,돈받고 쓰는 소설 퀄이 진짜 이 정도는 되야한다모처럼 재밌게 잘 읽었어요 다음 작품도 기대합니다얼른 얼른오세요
그림자 없는 밤,개그코드가 기가 막힘
그림자 없는 밤,너무 재밌어요  깨알 유머까지 작가님 최괴
그림자 없는 밤,소설도 좋긴한데 웹툰에서 로젤린이 너무 귀엽고 작화도 좋아서 웹툰이 길었으면 하는 바람이
그림자 없는 밤,완벽이라고 하기엔 이 세상에 소설이 너무 많지만방향없는 분노를 가진 이에게 소개해 줄 수 있는 소설
그림자 없는 밤,여주는 결코 무섭지 않습니다 시골 똥강아지같음 왕크왕귀
그림자 없는 밤,이제 화인데 대작 느낌이 나여  문체가 정말  보다가 댓글달려구 일부러 왓내여 
그림자 없는 밤,표지와는 안어울리게 남주가귀엽네요
그림자 없는 밤,표지만 봤을땐 뭔가 심오하고 어렵고 어둡고했었는데 약간 코믹스러운면이 특히 여주가
그림자 없는 밤,연재때 보고 지금 재탕했는데 여전히 재밌어요
그림자 없는 밤,최근본 로판중 스토리가 가장 신선하네여
그림자 없는 밤,내 생각에 작가님께서는 똥싸는 얘기도 재밌게 쓰실듯
그림자 없는 밤,작가님 필력이 좋아서 금방 읽힙니다 정신 차라면 화 넘어가고 있어요 로맨스 비중이 크지 않은데도 이정도 평점에 리뷰수가 나오는 걸 보면 알겠지만 그냥 재밌습니다 내용 자체는 하하버스고 다들 여주가 별 거 안 해도 좋게 생각하고 잘해줍니다 가볍게 읽어도 좋을 거 같아요
그림자 없는 밤,화까지 본 기준  인물들이 개성있고 초반 떡밥이 곳곳에 있어서 뒷내용이 궁금해지긴 하는데 서술이 내용과는 별 관련 없는 웃음 포인트 같은 것에 필요 이상으로 디테일하게 들어가서 전개가 늘어집니다 안 그래도 연재라 회당 내용이 중요한데 자꾸 웃기려다 끝나는 느낌 그래서 비밀은 언제 밝힐 건데 정치질 언제할건데 요런 생각 들고요 박진감있는 사건 위주 서술이 더 많았다면 어땠을까 싶습니다 개인적으로 제게는 개그 코드도 좀 유치했어요 그래도 귀엽게 볼 만 합니다
그림자 없는 밤,너무 재밌고 소재가 참신했어요 중간중간 개그적인 면도 있어서 소설 읽으면서 빵 터졌습니다외전에 주인공 들 꽁냥꽁냥하는 이야기가 더 있었으면 어땠을까 아쉬웠습니다
그림자 없는 밤,원래 귀여운게 다 이김 남자가 귀엽다 그럼 끝난거임
그림자 없는 밤,와 정말 최근에 읽었던 소설중에 제일 최고 저는 작가님 유머코드가 너무 잘맞아서 계속 웃으면서 봤네요 낙원에이르러 보다가 읽을게 없어서 그림자없는밤 재탕도 하고  다시 읽어도 재밌어요 유치한 문체도 아니고 개연성도 있고 세계관도 탄탄하고 캐릭터들 성격도 맘에듬 작가님 신간 마구마구 내주세요
그림자 없는 밤,연재중인 낙원에 이르러를 보다가 더 읽을게 없어서 다시 재탕하러 왔어요 김미유작가님 특유의 유머코드가 그림자없는 밤에서도 장난아니었는데 낙원에 이르러는진짜 배꼽이 남아나질 않네요 사랑합니다 그림자없는 밤 재탕하는 동안 낙원에 이르러도 빨리 내주세요 힘들어요
그림자 없는 밤,인생 소설 재탕 무한 루프 작가님 감사합니다
그림자 없는 밤,완벽한 서사와 세계관 캐릭터들 필력과 유머와 눈물까지 한꺼번에 만점짜리 소설
그림자 없는 밤,지금까지 봐왔던 로판 중 가장 마음에 드는 이야기였습니다 등장인물들의 이야기에 울고 웃고 다음편을 기대하고 잔잔한 결말까지 모든 게 완벽해서 다시 보러 올 듯 싶습니다 작가님 건강하시고 멋진 작품 써주셔서 감사드립니다
그림자 없는 밤,솔직히 단순 스토리만 보면 딱히 특별할건 없는데 글을 너무 잘쓰셔서 너무 재밌고 중간중간있는 개그도 너무 좋음 기억을 잃었다해도 주변인이 여주를 너무 둥가둥가해서 좀 유치할뻔했는데 뭐 글을 잘쓰시니까 거슬리진않아요 굿입니다
그림자 없는 밤,그 뭐있자나요 그런거알콩달콩세얘기라던가 진실이기칼릭스한테가서잘사는얘기라던가 먼먼훗날에 마카롱이 로잘린세가 사고치는걸구해주고삼촌 혹은이모가되는스토리정도 더없나요작가님제발
그림자 없는 밤,이 외전에 만족할 수 없다  더 주세여 더더더
그림자 없는 밤,너무 재밌고 즐거운 소설입니다 읽다가 웃음 폭발하여 자던 댕댕이가 놀라네요
그림자 없는 밤,초반엔 재밌었는데 뒤로 갈수록 재미가 뒷 내용이 궁금하지 않아서 억지로 읽었네요  외전은 참 재밌었어서 별 세개 드립니다
그림자 없는 밤,상수리가 최고인 줄 알았는데 이게 탑이네요 작가님의 구성력 문장 거기에 유머러스함 머 칭찬할게 한두가지가 아님 진짜 꼭 보세요 엄청 엄청 재밌음 리디에서 소설들보며 딱히 울컥한적 없엇는데 이소설에서 찐으로 울컥 울었어요 마카롱 나의 싸가지
그림자 없는 밤,확신의 알고리듬이 이끌었다 표지가 바로 이곳이라고 말해준다
그림자 없는 밤,살다보면 아는 독수리 한마리쯤 누구나 있아 놔미쳐
엑스트라는 엔딩을 조작합니다,소재랑 여주가 맘에 들어서 보기 시작했는데 완결까지 보니 참 마음이 따뜻해지네요 소넷은 제 인생 여주일 것 같습니다
엑스트라는 엔딩을 조작합니다,처음엔 가볍게 재밌게 읽다가 정말 끝부분에선 눈물 뚝뚝 흘리며 봤어요 육아도 궁금해서 외전 더 있으면 좋겠어요 아쉽지만 그동안 재밌게 읽었어요 감사합니다  소넷 유트 행복해
엑스트라는 엔딩을 조작합니다,정말루완벽한 해피엔딩에 감격
엑스트라는 엔딩을 조작합니다,외전까지 해피엔딩 진짜 너무 좋네요 소넷유트 행복해라
엑스트라는 엔딩을 조작합니다,리디북스에 만원쓰고 요즘볼거없다고 뒤적거렸다가 너무취향에딱맞는걸읽어서눈물흘리고갑니다
엑스트라는 엔딩을 조작합니다,귀엽고사랑스럽고최고에요 남주가 빙의자인 건 또 엄청 신선하네요
엑스트라는 엔딩을 조작합니다,이렇게 완벽한 결말이라니이벤트로 구매했다가 너무너무 행복한 글을 읽었습니다 감사해요
엑스트라는 엔딩을 조작합니다,너무 좋음질려서 물리는 이야기가아님다만 한국남자중에 저런하고 아득해지는느낌이 있네요 현실이문제다 너무재밌으니 강추
엑스트라는 엔딩을 조작합니다,오랜만에 정말 재밌게 읽은 작품
엑스트라는 엔딩을 조작합니다,시험기간 최고의 선택학점과 교환했습니다
엑스트라는 엔딩을 조작합니다, 흐엉엉 간만에 명작입니다 작가님 너무 잘 봤어요 감사해요너무 따뜻하고 다정해서 눈물나요  외전도 주실거죠
엑스트라는 엔딩을 조작합니다,최고에요너무아름다워요주인공들의다정함이너무좋아요
엑스트라는 엔딩을 조작합니다,주인공 모두 아무것도 포기하지 않은 완벽한 해피엔딩
엑스트라는 엔딩을 조작합니다,이벤트 덕분에 다 소장했어요 여주가 고구마 생길 틈을 안 주고 로판 클리셰를 모두 격파하는게 웃겨요 남주도 상식적이고 예의바른 캐라서 좋았어요 작가님 글의 다정한 분위기가 좋아요
엑스트라는 엔딩을 조작합니다,키워드 작화 취저입니당
엑스트라는 엔딩을 조작합니다,최고입니다 단행본 기다릴게요 
엑스트라는 엔딩을 조작합니다,정말아름다운이야기예요눈물이흘러요정말행복해요감사합니다
엑스트라는 엔딩을 조작합니다,소재가 재밌고 스토리도 좋네요 잘 읽었어요
엑스트라는 엔딩을 조작합니다,몰입도가 닜는 작품이네요 다음편이 궁금해져서 결국 읽게 되는 것 같아요
엑스트라는 엔딩을 조작합니다,상큼발랄여주 와 로판에 빙의한 남주의회귀물 기대 기대 됨 
엑스트라는 엔딩을 조작합니다,귀여운 로맨틱 코미디 기대됩니다 달려볼께요
엑스트라는 엔딩을 조작합니다,이것까지 두 작품 정도 봤지만 작가님의 다정한 사랑이 귀엽고 좋아요
엑스트라는 엔딩을 조작합니다,재밌습니다 잘봤어요
엑스트라는 엔딩을 조작합니다,소재가 독특하니 재미있어요
엑스트라는 엔딩을 조작합니다,괜찮게 보고 있습니다 소재도 좋고 캐릭터도 좋습니다
엑스트라는 엔딩을 조작합니다,주인공이 매력적인데 달달해서 재밌어요
엑스트라는 엔딩을 조작합니다,흥미롭게 읽었습니다
엑스트라는 엔딩을 조작합니다,로코물 좋아하는데 흥미진진합니다
엑스트라는 엔딩을 조작합니다,소설의 전개가 빨라서 재밌게 읽었어요
